Sales Package,Model Number,Part Number,Series,Color,Type,Suitable For,Battery Backup,Power Supply,MS Office Provided,Processor Brand,Processor Name,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Expandable Memory,Graphic Processor,Number of Cores,Operating System,Mic In,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Keyboard,Pointer Device,Included Software,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,price,off_percentage,rating,Model Name,Battery Cell,Clock Speed,Backlit Keyboard,Processor Generation,Cache,OS Architecture,Supported Operating System,HDMI Port,Hardware Interface,Finger Print Sensor,EMMC Storage Capacity,RAM Frequency,System Architecture,Chipset,RPM,Multi Card Slot,Sound Chip,Ethernet,Security Chip,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,RJ45,Refresh Rate,HDD Capacity,Memory Slots,Lock Port,Antivirus,Other Accessories,NFC Support,Dock Port,Firewire Port,RJ11,VGA Port,Read/Write Speed,Laptop Bag,TGP,Stylus Included,Inbuilt 4G LTE,Color Gamut,Brightness,Wireless WAN,Recovery Options,International Warranty,Face Recognition,S-video,Optane Memory,Cloud Storage
"Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",G513RM-HF272WS,90NR0845-M00EC0,ROG Strix G15 (2022) with 90Whr Battery,Eclipse Gray,Gaming Laptop,Gaming,,240W Adapter,Yes,AMD,Ryzen 7 Octa Core,Yes,1 TB,16 GB,DDR5,AMD R7-6800H,,NVIDIA GeForce RTX 3060,8,Windows 11 Home,Yes,"1 x USB 3.2 Gen 2 Type-C, 1 x USB 3.2 Gen 2 Type-C Support DisplayPort/ Power Delivery / G-SYNC, 2 x USB 3.2 Gen 1 Type-A",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, IPS Level, 300 Hz Refresh Rate, 3ms Response Time, 170 Degree Viewing Angle, 300nits Brightness, 1:1000 Contrast, 72% NTSC%, 100% SRGB%, 75.35% Adobe%, Anti-glare Display, Adaptive Sync, Supports Dolby Vision HDR",Dual Speaker System with Smart Amplifier Technology,Built-in array microphone,"AI Noise Canceling Technology, Dolby Atmos, Hi-Res Certification, Smart Amp Technology",Wi-Fi 6E(802.11ax) (Dual band) 2 x 2,v5.2,354 x 259 x 22.6 mm,2.30 kg,Not Available,,Backlit Chiclet Keyboard 4-Zone RGB,,Microsoft Office Home & Student,"90WHrs, 4S1P, 4-cell Li-ion",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹1,12,990",38% off,4.7,G513RM-HF272WS,4 Cell,Max Boost Frequency Upto 4.7 GHz,Yes,,20 MB,,Windows 11 Home,1 x HDMI 2.0b,PCIe 4.0 NVMe M.2,,,4800 MHz,,,,,,10/100/1000/2500 Mbps,BIOS Administrator Password and User Password Protection Trusted Platform Module (Firmware TPM),GDDR6,6 GB,Yes,300 Hz,,2,,,,,,,,,,,,,,,,,,,,,,
"Laptop, User manual, Adapter",TB15 G3 ACL,21A4A08WIH,ThinkBook 15,Mineral Grey,Thin and Light Laptop,Processing & Multitasking,Upto 7.5 Hours,,No,AMD,Ryzen 3 Hexa Core,Yes,512 GB,8 GB,DDR4,5300U,,AMD Radeon AMD,,Windows 11 Home,,"1 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 1 (Always On), 2 x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD Anti-glare Display,Built-in Speakers,Yes,,"Wi-Fi 6, 802.11ax 2x2 Wi-Fi",v5.1,,1.7 Kg,Not Available,"HD 720p, with privacy shutter, fixed focus",,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹37,999",35% off,4.3,TB15 G3 ACL,3 Cell,2.6 GHz with Turbo Boost Upto 3.8 GHz,No,,,,,1 x HDMI 1.4b,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, battery, power adapter, user guide",GA402XZ-N2020WS,90NR0DH4-M001K0,ROG Zephyrus G14 (2023) with 76WHr Battery,Eclipse Gray AniMe Matrix Version,Gaming Laptop,Gaming,,,Yes,AMD,Ryzen 9 Octa Core,Yes,1 TB,32 GB,DDR5,7940HS,,NVIDIA GeForce RTX 4080,,Windows 11 Home,,"1 x Type C USB 4 support DisplayPort, 1 x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery, 2 x USB 3.2 Gen 1 Type-A",No,35.56 cm (14 Inch),2560 x 1600 Pixel,"QHD+, WQXGA, 165Hz, 3ms, 170/170, IPS-level, 500, 1200:1, 100%, Anti-glare display",Yes,Yes,,Wi-Fi 6E(802.11ax) (Triple band) 2*2,v5.3,312 x 227 x 20.5 mm,1.72 Kg,Not Available,1080P FHD IR Camera for Windows Hello,Backlit Chiclet Keyboard 1-Zone RGB,,,,1 Year Onsite Warranty,Onsite,Manufacturing Damage,Physical Damage,,"₹2,66,990",16% off,,GA402XZ-N2020WS,4 Cell,4.0 GHz with Max Turbo Boost Frequency Up to 5.2 GHz,Yes,,,,,,,,,,,,,,,,,GDDR6,12 GB,,165 Hz,,,,,,,,,,,,,125 W,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",GA503RM-LN095WS,90NR0812-M00530,ROG Zephyrus G15 (2022) with 90Whr Battery,Eclipse Gray,Gaming Laptop,Gaming,,,No,AMD,Ryzen 9 Octa Core,Yes,1 TB,16 GB,DDR5,6900HS,,NVIDIA GeForce RTX 3060,,Windows 11 Home,Yes,""" 2 x USB 3.2 Gen 2 Type-A, 2 x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery """,No,39.62 cm (15.6 Inch),2560 x 1440 Pixel,"WQHD LED-Backlit LCD, 240Hz, 3ms, 85/85/85/85, IPS-level, 300nits, Anti-glare display",Built-in Dual Speakers,Built-in array microphone,,Wi-Fi 6E(802.11ax) (Dual band) 2*2,v5.2,355 x 243 x 19.9 mm,1.90 Kg,Not Available,720P HD IR Camera for Windows Hello,Backlit Chiclet Keyboard 1-Zone RGB,,,90WHrs Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹1,31,990",36% off,,GA503RM-LN095WS,4 Cell,3.3 GHz upto max turbo frequency at 4.9 Ghz,Yes,,16,64 bit,Windows 11 Home,1x HDMI 2.0b,,,,,,,,,,10/100/1000/2500 Mbps,,GDDR6,6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",14-ec0000AX,4J0X8PA#ACJ,Pavilion,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,16 GB,DDR4,5500U,,NVIDIA GeForce MX450,,Windows 10 Home,Yes,"1 x SuperSpeed USB Type-C, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD IPS, micro-edge, anti-glare Dropbox Brightness: 250 nits, 157 ppi Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in dual array digital microphones,Audio by B&O,Realtek Wi-Fi CERTIFIED 6 (2x2),v5.2,325 x 216 x 17 mm,1.41 kg,Not Available,HP Wide Vision 720p HD camera,"Full-size, backlit, Natural Silver keyboard",HP Imagepad with multi-touch gesture support,"Microsoft Office Home & Student 2019, HP Documentation",", 43 Wh Li-ion",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹64,700",13% off,4.2,14-ec0000AX,3 cell,2.1 GHz with Turbo Boost Upto 4 GHz,Yes,,,64 bit,Windows 10 Home 64-bit,1 x HDMI Port (v 2.0),,,,,,,,,,,,GDDR5,2 GB,,,,,,,,,,,,,,,,,,,,,,,,,,
"14 inch MacBook Pro, USB-C Power Adapter, USB-C to MagSafe 3 Cable (2 m)",MKGQ3HN/A,MKGQ3HN/A,2021 Macbook Pro,Space Grey�,Thin and Light Laptop,Processing & Multitasking,Upto 17 Hrs,96W USB-C Power Adapter,No,Apple,M1 Pro,Yes,1 TB,16 GB,Unified Memory,,,NA,10,Mac OS Monterey,Yes,3 x Thunderbolt 4 (USB-C) ports,No,36.07 cm (14.2 inch),3024 x 1964 Pixel,"Liquid Retina XDR display, Native resolution at 254 pixels per inch, Up to 1,000 nits sustained (full-screen) brightness, 1,600 nits peak brightness, 10,00,000:1 contrast ratio",Built-in Speakers,Studio quality three-mic array with high signal-to-noise ratio and directional beamforming,"High-fidelity six-speaker sound system with force-cancelling woofers, Wide stereo sound, Support for spatial audio when playing music or video with Dolby Atmos on built-in speakers",Wi-Fi 6(802.11ax),v5.0,312.6 x 221.2 x 15.5 mm,1.6 kg,Not Available,1080p FaceTime HD camera,Backlit Magic Keyboard,,"iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",70 watt-hour lithium-polymer battery,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹2,25,090",6% off,4.8,MKGQ3HN/A,,,Yes,,,,Mac OS,1 HDMI Port,,,,,,Apple M1 Pro chip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",14-em0027AU,7N8C4PA#ACJ,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,AMD,Ryzen 5 Quad Core,Yes,512 GB,16 GB,LPDDR5,7520U,,AMD Radeon AMD,,Windows 11 Home,,"1 x USB Type-C 5Gbps signaling rate, 2 x USB Type-A 5Gbps signaling rate",No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, Brightness: 250 nits, Color Gamut: 45% NTSC",Yes,Yes,,Realtek Wi-Fi 6 (2x2),v5.3,325 x 216 x 17 mm,1.41 Kg,Not Available,HP True Vision 1080p FHD camera with temporal noise reduction,"Full-size, backlit, Soft Grey keyboard",,,,1 Year Onsite Warranty,Onsite,Manufacturing Defect,Physical Damage,,"₹57,490",8% off,,14-em0027AU,3 Cell,2.8 GHz upto max turbo frequency at 4.3 Ghz,Yes,,,,,1 x HDMI 1.4b,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, Backpack, User Guide, Warranty Documents",H7600ZM-L701WS,90NB0XD1-M000S0,ProArt Studiobook 16 OLED (2022) with ASUS Dial,Mineral Black,Creator Laptop,Gaming,,240W AC Adapter,Yes,Intel,Core i7,Yes,1 TB,16 GB,DDR5,12700H,,NVIDIA GeForce RTX 3060,14,Windows 11 Home,Yes,"2x USB 3.2 Gen 2 Type-A, 2x Thunderbolt 4 supports display / power delivery",No,40.64 cm (16 inch),3840 x 2400 Pixel,"OLED, 4K (550 nits HDR peak brightness, 100% DCI-P3 Color Gamut)",Built-in speaker,Built-in array microphone,Smart Amp Technology,Wi-Fi 6(802.11ax) (Dual band) 2x2,v5.0,362.0 x 264.0 x 21.4 mm,2.40 Kg,Not Available,HD camera with IR function,Backlit Chiclet Keyboard with Num-key,,,"90WHrs, 4S1P, Li-ion Battery",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹1,79,990",20% off,,H7600ZM-L701WS,4,"Base 2.3 GHz, up to 4.7 GHz",Yes,12th Gen,24,64 bit,Windows 11 Home,1x HDMI 2.1,NVMe PCIe,Yes,,,64,,,1 x SD Express 7.0 card reader,,Gigabit Ethernet,,GDDR6,6 GB,Yes,,,,,,Backpack,,,,,,,,,,,,,,,,,,,
"Laptop, battery, power adapter, user guide",13-BE2056AU,7S459PA#ACJ,Pavilion Aero (2023),Pale Rose Gold,Thin and Light Laptop,Processing & Multitasking,,,Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,16 GB,LPDDR5,7535U,,AMD Radeon AMD,,Windows 11 Home,,"1 x SuperSpeed USB Type-C 10Gbps signaling rate, 2 x USB Type-A 5Gbps signaling rate",No,33.78 cm (13.3 Inch),1920 x 1200 Pixel,"WUXGA, IPS, micro-edge, anti-glare, Brightness: 400 nits, 170 ppi, Color Gamut: 100% sRGB",Build-in Dual Speakers,Yes,,Realtek Wi-Fi 6 (2x2),v5.3,309 x 205 x 16.9 mm,0.97 Kg,Not Available,HP Wide Vision 720p HD camera,"Full-size, backlit, Pale Rose Gold keyboard",,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹70,490",12% off,4.3,13-BE2056AU,3 cell,2.9 GHz upto max turbo frequency at 4.55 Ghz,Yes,,,,,1 X HDMI 2.1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Battery, Power Adapter, User Guide, MSI Essential Backpack",Pulse GL66 11UDK-627IN,9S7158224627,Pulse GL66,Grey,Gaming Laptop,Gaming,,150 W AC Adapter,No,Intel,Core i7,Yes,512 GB,16 GB,DDR4,11800H,,NVIDIA GeForce RTX 3050 Ti,,Windows 10 Home,Yes,"1x Type-A USB 2.0, 1 x RJ45, 1 x Type-C USB 3.2 Gen 1, 2 x Type-A USB3.2 Gen1",No,39.62 cm (15.6 inches),1920 x 1080 Pixels,"Full HD IPS Display (72% NTSC Color Gamut, 100% sRGB)",2 x 2 W Speakers,Yes,Realtek ALC233,Intel Wi-Fi 6 AX201(2x2 ax),v5.1,359 x 259 x 23.95,2.25 kg,Not Available,HD type (30fps at 720p) Webcam,RGB Gaming Keyboard,Touchpad,"Cooler Boost 5, Hi-Res Audio, Nahimic 3, Speaker Tuning Engine, MSI Center","Silver-Lining Print, Matrix Display (Extend), Cooler Boost 5, Hi-Res Audio, Nahimic 3, 144Hz Panel, Thin Bezel, RGB Gaming Keyboard, Panel, Speaker Tuning Engine",2 Year Warranty Term,Carry-In Warranty,Part Failure,Physical Damage|| Burn|| Liquid Spill,2 Year,"₹94,990",23% off,4.5,Pulse GL66 11UDK-627IN,3 cell,4.60 GHz with Max Turbo Frequency,,11th Gen,,64 bit,,1 x HDMI 2.0,PCIe NVMe,,,,64 bits,,,NA,Realtek ALC233,Yes,,GDDR6,4 GB,Yes,144 Hz,,,,,,,,,,,,,60 W,,,,,,,,,,,
"Laptop, battery, power adapter, user guide, Laptop Bag",Stealth 15 A13VF-074IN,9S7-16V611-074,,Black,Laptop,Gaming,,,No,Intel,Core i7,Yes,1 TB,16 GB,DDR5,13620H,,NVIDIA GeForce RTX 4060,,Windows 11 Home,,"1 x Type-C USB3.2 Gen2, 1 x Type-C (USB3.2 Gen2 / DP) with PD charging, 2 x Type-A USB3.2 Gen2",No,39.62 cm (15.6 Inch),2560 x 1440 Pixel,"OLED, QHD, 240Hz 100% DCI-P3 Panel",Yes,Yes,,Intel Wi-Fi 6 AX201(2 x 2 ax),v5.2,358.3 x 247.9 x 19.9 mm,2.1 Kg,Not Available,HD type (30fps@720p),Single Backlit Keyboard (White),,,,1 Year Onsite Warranty,Carry-in,Part Failure,"Physical Damage, Burn, Liquid Spill",,"₹1,86,990",10% off,,Stealth 15 A13VF-074IN,,3.6 GHz upto max turbo frequency at 4.9 Ghz,,13th Gen,,,,1 x HDMI 2.1 (8K @ 60Hz / 4K @ 120Hz),,,,,,,,,,,,GDDR6,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",PT315-52,NH.Q9ZSI.001,Predator Triton 300,Black,Gaming Laptop,Gaming,Upto 7 hours,230 W AC Adapter,No,Intel,Core i7,Yes,2 TB,16 GB,DDR4,10750H,Upto 32 GB,NVIDIA GeForce RTX 2070 with Max-Q Design,6,Windows 10 Home,Yes,"2 x USB 3.2 (1st Gen), 1 x USB 3.2 Type C (2nd Gen), 1 x USB 3.2 (2nd Gen) Port with Power-off Charging, 1 x Mini Display Port",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit ComfyView IPS Display (16:9 Aspect Ratio, 300 nits Brightness, 240 Hz Refresh Rate, 100% sRGB Color Gamut)",Built-in Dual Speakers,Built-in Dual Microphones,"DTS X: Ultra Audio, Immersive Audio Rendering Over Headphones and Internal Speakers, Acer Purified Voice Technolog, Acer TrueHarmony Technology",Killer Wi-Fi 6 AX1650i,v5.0,363 x 254 x 19.9 mm,2.1 kg,Not Available,720P HD Webcam (Super High Dynamic Range Imaging (SHDR)),FineTip RGB-backlit Keyboard with Independent Standard Numeric Keypad (International Language Support),Multi-gesture Touchpad (Moisture Resistant),"PredatorSense, Acer Product Registration, Acer Care Center, Acer Collection, Quick Access",59 WHr Li-ion Battery,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹1,54,990",3% off,3.8,,4 cell,2.6 GHz with Turbo Boost Upto 5 GHz,Yes,10th Gen,12 MB,64 bit,,1 x HDMI Port,,,,,64 bit,Intel HM470,,,,10/100/1000 Mbps (Killer Ethernet E2600),TPM,GDDR6,8 GB,Yes,,,2 Slots,Kensington Lock Slot,,,,,,,,,,,,,,,,,1 Year,,,,
"Laptop, User manual, Adapter",V15 G3 IAP,82TTA01EIN,Intel,Iron Grey,Thin and Light Laptop,Processing & Multitasking,Upto 5.3 Hours,,No,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1215U,,Intel Integrated UHD,,DOS,,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0 and DisplayPort 1.2)",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD Anti-glare Display,Built-in Speakers,Yes,,"Wi-Fi 6, 802.11ax 2x2 Wi-Fi",v5.1,,1.7 Kg,Not Available,"HD 720p, with privacy shutter, fixed focus",,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹37,990",46% off,,V15 G3 IAP,2 Cell,0.9 GHz upto max turbo frequency at 4.4 Ghz,No,12th Gen,,,"WIN 10, WIN11",1 x HDMI 1.4b,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",V15 ITL G2,82KB00EVIN,,Black,Thin and Light Laptop,Processing & Multitasking,Upto 5.5 hours,65W round tip (3-pin) AC adapter,No,Intel,Core i3,Yes,256 GB,4 GB,DDR4,1115G4,,Intel Integrated UHD,,Windows 10 Home,,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",No,38.1 cm (15 inch),1920 x 1080 Pixel,Full HD TN LED Anti-glare Display,Yes,,,802.11ac 1x1 Wi-Fi,v5.0,359.2 x 235.8 x 19.9 mm,1.7 kg,Not Available,"0.3-megapixel, with privacy shutter, fixed focus",English Keyboard,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹34,990",28% off,4.3,V15 ITL Gen 2,2 cell,3.0 GHz with Turbo Boost Upto 4.1 GHz,,11th Gen,6MB,64 bit,Windows 10 Home,1 x HDMI 1.4b,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",14ITL05,81X700CWIN|81X700ECIN,IdeaPad 3 Intel,Platinum Grey,Thin and Light Laptop,Processing & Multitasking,Upto 8.5 hours,,Yes,Intel,Core i3,Yes,256 GB,8 GB,DDR4,1115G4,Upto 12GB,Intel Integrated UHD,2,Windows 11 Home,Yes,"1 x USB 2.0, 2 x USB 3.2 Gen 1",No,35.56 cm (14 inch),1920 x 1080 pixel,Full HD TN 220nits Anti-glare,Built-in Dual Speakers,Built-in array microphones,"1.5W x 2, Dolby Audio","11ac, 2x2",v5.0,327.1 x 241 x 19.9 mm,1.5 kg,Not Available,720p with Privacy Shutter,"Non-backlit, English",,Office Home and Student 2021,,2 Year Onsite�Warranty,Onsite,Manufacturer’s warranty against faulty workmanship or defective parts,(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty,2 Year,"₹37,490",38% off,4.2,14ITL05,,1.7 GHz upto max turbo frequency at 4.1 Ghz,No,11th Gen,6,64 bit,Windows 11 Home,1x HDMI 1.4 port,,No,,,,,,1 x card reader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",ef0053TU,6K7X3PA#ACJ,Spectre Eyesafe Intel Evo,Nightfall Black,Notebook,Processing & Multitasking,,65 W Smart AC Power Adapter,Yes,Intel,Core i7,Yes,512 GB,16 GB,LPDDR4X,1255U,,NA,10,Windows 11 Home,Yes,"2 x Thunderbolt 4 with USB 4 Type-C 40 Gbps Signaling Rate (USB Power Delivery, DisplayPort 1.4, HP Sleep and Charge), 1 x SuperSpeed USB Type-A 10 Gbps Signaling Rate (HP Sleep and Charge)",No,34.29 cm (13.5 inch),3000 x 2000 Pixels,"OLED, Multitouch Enabled, UWVA, Edge-to-Edge Glass, Micro Edge, Anti Reflection Corning Gorilla Glass NBT Low Blue Light, VESA True Black HDR 400, SDR Brightness: 400 nits, HDR Brightness: 500 nits, TUV Eye Safe Certified, Flicker Free, Color Gamut: 100% DCI-P3",Built-in Quad Speakers,Built-in Dual Array Digital Microphones,"Audio by Bang & Olufsen, HP Audio Boost",Intel Wi-Fi 6E AX211 (2x2),v5.2 Combo,298.0 x 220.1 x 16.0 mm,1.34 kg,Not Available,"HP True Vision 5MP Infrared (IR) Camera with Camera Shutter, Temporal Noise Reduction","Full Size, Backlit, Nightfall Black Keyboard","HP Imagepad with Multi Touch Gesture Support, HP Rechargeable MPP 2.0 Tilt Pen",,"66 Whr Long Life, Fast Charge - 50% in 45 mins, HP Glamcam & HP Presence, 5MP IR Camera, Appearance Filter, Backlight Adjustment, Auto Frame Technology, AI Noise Removal and Dynamic Voice Levelling, Fingerprint Reader, HP Notebook Protective Sleeve, MU-MIMO Supported, HP USB C to HDMI 2.0 Adaptor",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹1,32,490",9% off,4.4,Spectre x360 13,4 Cell,Max Turbo Boost Frequency Upto 4.7 GHz,,12th Gen,12,64 bit,Windows 11 Home,,PCIe NVMe TLC M.2,Yes,,4266 MHz,64 bit,,,1 x MicroSD Media Card Reader (Support SD/SDHC/SDxC),,,"Productivity, HP Connection Optimizer, HP Support Assistant, HP Recovery Manager, HP Documentation, HP System Event Utility, HP Jumpstart",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",GA503RM-HQ111WS,90NR0812-M006C0,ROG Zephyrus G15 (2022) with 90Whr Battery,Eclipse Gray,Gaming Laptop,Gaming,,200W AC Adapter,Yes,AMD,Ryzen 7 Octa Core,Yes,1 TB,16 GB,DDR5,6800HS,40,NVIDIA GeForce RTX 3060,8,Windows 11 Home,Yes,"2x USB 3.2 Gen 2 Type-A, 2x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery",No,39.62 cm (15.6 inch),2560 x 1440 Pixel,"WQHD, Backlit LCD, IPS-level (Brightness 300nits)",Built in Speakers,Built-in array microphone,,Wi-Fi 6E(802.11ax) (Dual band) 2x2,v5.2,355 x 199 x 24.3 mm,1.90 kg,Not Available,720P HD IR Camera,Backlit Chiclet Keyboard 1-Zone RGB,,,"90WHrs, 4S1P, Li-ion Battery",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹1,10,990",35% off,4.9,GA503RM-HQ111WS,4,Up to 4.7 GHz max boost,Yes,,20,64 bit,Windows 11 Home,1x HDMI 2.0b,PCIe NVMe,,,4800 MHz,64,,,1x card reader (microSD),,10/100/1000/2500 Mbps,,GDDR6,6 GB,Yes,165 Hz,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, battery, adapter, cables and user manuals",Inspiron 3511,D560677WIN9BE,,Carbon Black,Thin and Light Laptop,Everyday Use,Upto 7 hours,,Yes,Intel,Core i3,No,,8 GB,DDR4,1005G1,16,Intel Integrated UHD,2,Windows 11 Home,Yes,"2 x USB 3.2 Gen1 ,1 x USB 2.0",No,39.62 cm (15.6 inch),1920 x 1080 pixel,Full HD WVA AG Narrow Border,Yes,Yes,Waves Maxx Audio Pro,802.11ac,v5.0,358 x 235 x 18.9 mm,1.8 kg,Not Available,HD,English International Non Backlit Keyboard,,MS Office Home & Student 2021,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,"₹37,890",20% off,3.5,Inspiron 3511,3 cell,1.2 GHz upto max turbo frequency at 3.4 Ghz,No,10th Gen,4,64 bit,Windows 11 Home,1 x HDMI 1.4,,No,,2666 MHz,,,,"SD Media Card Reader (SD, SDHC, SDXC)",,Available,,,,Yes,,1 TB,2,Kensington Lock Port,,,,,,,,,,,,,,,,,,,,,
"Laptop, battery, adapter, cables and user manuals",Inspiron 5320,D560754WIN9S D560852WIN9S,,Platinum Silver,Thin and Light Laptop,Processing & Multitasking,Upto 7 hours,,Yes,Intel,Core i7,Yes,512 GB,16 GB,DDR5,1260P,,Intel Integrated UHD,12,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Type-A, 2 x Thunderbolt 4.0 (PowerDelivery & DisplayPort)",No,33.78 cm (13.3 Inch),1920 x 1080 Pixel,QHD+ WVA AG 300 nits LBL with Compfort View Plus,Yes,Yes,Waves Maxx Audio Pro,Intel Wi-Fi 6E (6GHz) AX211 2x2,v5.2,296 x 213 x15.6 mm,1.25 Kg,Not Available,HD,Backlit Keyboard,Touchpad,,54 WHr Battery,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage,1 Year,"₹1,13,104",5% off,3.7,Inspiron 5320,4 Cell,3.4 GHz upto max turbo frequency at 4.7 Ghz,Yes,12th Gen,18,64 bit,Windows 11 Home,1 x HDMI 1.4,M.2 SATA,Yes,,4800 MHz,,,,,,Available,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",PHN16-71,NH.QLUSI.001/ NH.QLUSI.006,Predator Neo (2023),Obsidian Black,Gaming Laptop,Gaming,,,No,Intel,Core i7,Yes,1 TB,16 GB,DDR5,13700HX,,NVIDIA GeForce RTX 4060,,Windows 11 Home,,"1 x USB 3.2 Gen 2 Port, 1 x USB 3.2 Gen 2 port with power-off charging, 2 x Two USB Type-C ports(Thunderbolt 4)",No,40.64 cm (16 Inch),2560 x 1600 Pixel,"WQXGA, IPS (In-Plane Switching) technology",,,,Killer Wi-Fi 6 AX 1650i,v5.1,,2.6 Kg,Not Available,Narrow USB HD camera with 1280 x 720 resolution and 720p HD video at 30 fps with Temporal Noise Reduction,"103-/104-/107-key FineTip RGB-backlit keyboard with independent standard numeric keypad, international language support",,,,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,,"₹1,49,990",6% off,4.6,PHN16-71,4 Cell,1.50 GHz up to 5.00 GHz,Yes,13th Gen,,,,,,,,,,,,,,,,GDDR6,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,
